sector_name,subsector_name,series_id,series_name,year,country_name,country_value,income_group_name,income_group_average,subregion_name,region_name,region_average
Education,General Education,5401,"Government expenditure on education, total (percentage of GDP)",2018,Albania,3.154901,Upper Middle Income Country (World Bank Classification),4.68338545238095238095238,Balkans,Europe and Eurasia,4.74454624390243902439024
Education,General Education,5401,"Government expenditure on education, total (percentage of GDP)",2019,Albania,3.91665,Upper Middle Income Country (World Bank Classification),4.75169034146341463414634,Balkans,Europe and Eurasia,4.80089704878048780487805
Education,General Education,5401,"Government expenditure on education, total (percentage of GDP)",2020,Albania,3.1,Upper Middle Income Country (World Bank Classification),4.88867248648648648648649,Balkans,Europe and Eurasia,5.08644333333333333333333
Health,"Maternal, Newborn and Child Health",5435,"Contraceptive prevalence, any method (percentage of married women ages 15-49)",2009,Albania,69.3,Upper Middle Income Country (World Bank Classification),60.96666666666667,Balkans,Europe and Eurasia,63.61428571428571
Health,"Maternal, Newborn and Child Health",5435,"Contraceptive prevalence, any method (percentage of married women ages 15-49)",2018,Albania,46.0,Upper Middle Income Country (World Bank Classification),54.1,Balkans,Europe and Eurasia,50.76666666666667
Health,"Maternal, Newborn and Child Health",5453,"Immunization, DPT (percentage of children ages 12-23 months)",2011,Albania,99.0,Upper Middle Income Country (World Bank Classification),91.38,Balkans,Europe and Eurasia,94.45454545454545
Health,"Maternal, Newborn and Child Health",5453,"Immunization, DPT (percentage of children ages 12-23 months)",2012,Albania,99.0,Upper Middle Income Country (World Bank Classification),91.88,Balkans,Europe and Eurasia,95.20454545454545
Health,"Maternal, Newborn and Child Health",5453,"Immunization, DPT (percentage of children ages 12-23 months)",2013,Albania,99.0,Upper Middle Income Country (World Bank Classification),92.08,Balkans,Europe and Eurasia,95.43181818181818
Health,"Maternal, Newborn and Child Health",5453,"Immunization, DPT (percentage of children ages 12-23 months)",2014,Albania,98.0,Upper Middle Income Country (World Bank Classification),90.62,Balkans,Europe and Eurasia,93.5
Health,"Maternal, Newborn and Child Health",5453,"Immunization, DPT (percentage of children ages 12-23 months)",2015,Albania,99.0,Upper Middle Income Country (World Bank Classification),90.58,Balkans,Europe and Eurasia,93.18181818181818
Health,"Maternal, Newborn and Child Health",5453,"Immunization, DPT (percentage of children ages 12-23 months)",2016,Albania,98.0,Upper Middle Income Country (World Bank Classification),90.66,Balkans,Europe and Eurasia,92.77272727272727
Health,"Maternal, Newborn and Child Health",5453,"Immunization, DPT (percentage of children ages 12-23 months)",2017,Albania,99.0,Upper Middle Income Country (World Bank Classification),90.12,Balkans,Europe and Eurasia,92.97727272727273
Health,"Maternal, Newborn and Child Health",5453,"Immunization, DPT (percentage of children ages 12-23 months)",2018,Albania,99.0,Upper Middle Income Country (World Bank Classification),90.22,Balkans,Europe and Eurasia,93.5
Health,"Maternal, Newborn and Child Health",5453,"Immunization, DPT (percentage of children ages 12-23 months)",2019,Albania,99.0,Upper Middle Income Country (World Bank Classification),89.7,Balkans,Europe and Eurasia,93.95454545454545
Health,"Maternal, Newborn and Child Health",5453,"Immunization, DPT (percentage of children ages 12-23 months)",2020,Albania,98.0,Upper Middle Income Country (World Bank Classification),85.76,Balkans,Europe and Eurasia,92.68181818181818
Health,"Maternal, Newborn and Child Health",5453,"Immunization, DPT (percentage of children ages 12-23 months)",2021,Albania,98.0,Upper Middle Income Country (World Bank Classification),86.32,Balkans,Europe and Eurasia,92.15909090909091
Environment and Global Climate Change,Biodiversity,5479,"Mammal species, threatened",2018,Albania,3.0,Upper Middle Income Country (World Bank Classification),22.96,Balkans,Europe and Eurasia,6.431818181818182
Environment and Global Climate Change,Emissions,5502,CO2 emissions (kt),2010,Albania,4785.4,Upper Middle Income Country (World Bank Classification),278561.87469387755102040816326531,Balkans,Europe and Eurasia,139946.66645454545454545454545455
Environment and Global Climate Change,Emissions,5502,CO2 emissions (kt),2011,Albania,5136.7,Upper Middle Income Country (World Bank Classification),299652.69197959183673469387755102,Balkans,Europe and Eurasia,139715.123863636363636364
Environment and Global Climate Change,Emissions,5502,CO2 emissions (kt),2012,Albania,4541.8,Upper Middle Income Country (World Bank Classification),307055.88642857142857142857142857,Balkans,Europe and Eurasia,138387.838636363636363636
Environment and Global Climate Change,Emissions,5502,CO2 emissions (kt),2013,Albania,4795.4,Upper Middle Income Country (World Bank Classification),316231.0758979591836734693877551,Balkans,Europe and Eurasia,135002.672727272727272727
Environment and Global Climate Change,Emissions,5502,CO2 emissions (kt),2014,Albania,5188.0,Upper Middle Income Country (World Bank Classification),317352.70330612244897959183673469,Balkans,Europe and Eurasia,129892.886363636363636364
Environment and Global Climate Change,Emissions,5502,CO2 emissions (kt),2015,Albania,4797.0,Upper Middle Income Country (World Bank Classification),313213.36146938775510204081632653,Balkans,Europe and Eurasia,129673.104545454545454545
Environment and Global Climate Change,Emissions,5502,CO2 emissions (kt),2016,Albania,4573.2,Upper Middle Income Country (World Bank Classification),312888.51016326530612244897959184,Balkans,Europe and Eurasia,129844.336363636363636364
Environment and Global Climate Change,Emissions,5502,CO2 emissions (kt),2017,Albania,5403.7,Upper Middle Income Country (World Bank Classification),320001.04371428571428571428571429,Balkans,Europe and Eurasia,130972.952272727272727273
Environment and Global Climate Change,Emissions,5502,CO2 emissions (kt),2018,Albania,5316.1,Upper Middle Income Country (World Bank Classification),331927.76362244897959183673469388,Balkans,Europe and Eurasia,131057.815909090909090909
Environment and Global Climate Change,Emissions,5502,CO2 emissions (kt),2019,Albania,4993.3,Upper Middle Income Country (World Bank Classification),337668.66571428571428571428571429,Balkans,Europe and Eurasia,127975.32356818181818181818181818
Environment and Global Climate Change,Emissions,5502,CO2 emissions (kt),2020,Albania,4383.2,Upper Middle Income Country (World Bank Classification),334352.82463265306122448979591837,Balkans,Europe and Eurasia,118937.593636363636363636
Environment and Global Climate Change,Emissions,5507,CO2 emissions from residential buildings and commercial and public services (percentage of total fuel combustion),2004,Albania,9.725686,Upper Middle Income Country (World Bank Classification),8.28543,Balkans,Europe and Eurasia,12.8915462272727272727273
Environment and Global Climate Change,Emissions,5507,CO2 emissions from residential buildings and commercial and public services (percentage of total fuel combustion),2005,Albania,9.424084,Upper Middle Income Country (World Bank Classification),7.90813207317073170731707,Balkans,Europe and Eurasia,12.5600960666666666666667
Environment and Global Climate Change,Emissions,5507,CO2 emissions from residential buildings and commercial and public services (percentage of total fuel combustion),2006,Albania,10.55409,Upper Middle Income Country (World Bank Classification),7.77349170731707317073171,Balkans,Europe and Eurasia,12.2802718888888888888889
Environment and Global Climate Change,Emissions,5507,CO2 emissions from residential buildings and commercial and public services (percentage of total fuel combustion),2007,Albania,7.407407,Upper Middle Income Country (World Bank Classification),7.8386271951219512195122,Balkans,Europe and Eurasia,11.3998078444444444444444
Environment and Global Climate Change,Emissions,5507,CO2 emissions from residential buildings and commercial and public services (percentage of total fuel combustion),2008,Albania,8.894879,Upper Middle Income Country (World Bank Classification),8.22983502439024390243902,Balkans,Europe and Eurasia,12.0896143111111111111111
Environment and Global Climate Change,Emissions,5507,CO2 emissions from residential buildings and commercial and public services (percentage of total fuel combustion),2009,Albania,9.549072,Upper Middle Income Country (World Bank Classification),8.17147760975609756097561,Balkans,Europe and Eurasia,12.7147327111111111111111
Environment and Global Climate Change,Emissions,5507,CO2 emissions from residential buildings and commercial and public services (percentage of total fuel combustion),2010,Albania,8.142494,Upper Middle Income Country (World Bank Classification),8.01584065853658536585366,Balkans,Europe and Eurasia,12.9679134
Environment and Global Climate Change,Emissions,5507,CO2 emissions from residential buildings and commercial and public services (percentage of total fuel combustion),2011,Albania,7.487923,Upper Middle Income Country (World Bank Classification),7.80762429268292682926829,Balkans,Europe and Eurasia,12.1024988222222222222222
Environment and Global Climate Change,Emissions,5507,CO2 emissions from residential buildings and commercial and public services (percentage of total fuel combustion),2012,Albania,7.183908,Upper Middle Income Country (World Bank Classification),7.82211497560975609756098,Balkans,Europe and Eurasia,12.2035081111111111111111
Environment and Global Climate Change,Emissions,5507,CO2 emissions from residential buildings and commercial and public services (percentage of total fuel combustion),2013,Albania,8.791209,Upper Middle Income Country (World Bank Classification),7.74205753658536585365854,Balkans,Europe and Eurasia,12.3246536888888888888889
Environment and Global Climate Change,Emissions,5507,CO2 emissions from residential buildings and commercial and public services (percentage of total fuel combustion),2014,Albania,8.495146,Upper Middle Income Country (World Bank Classification),7.8128829024390243902439,Balkans,Europe and Eurasia,11.7591069333333333333333
Environment and Global Climate Change,Emissions,5508,"CO2 emissions from electricity and heat production, total (percentage of total fuel combustion)",2004,Albania,6.982544,Upper Middle Income Country (World Bank Classification),41.3860008,Balkans,Europe and Eurasia,44.0582975
Environment and Global Climate Change,Emissions,5508,"CO2 emissions from electricity and heat production, total (percentage of total fuel combustion)",2005,Albania,7.853403,Upper Middle Income Country (World Bank Classification),42.036832756097560975609756097561,Balkans,Europe and Eurasia,44.389825222222222222222222222222
Environment and Global Climate Change,Emissions,5508,"CO2 emissions from electricity and heat production, total (percentage of total fuel combustion)",2006,Albania,6.860158,Upper Middle Income Country (World Bank Classification),41.896192585365853658536585365854,Balkans,Europe and Eurasia,44.518070577777777777777777777778
Environment and Global Climate Change,Emissions,5508,"CO2 emissions from electricity and heat production, total (percentage of total fuel combustion)",2007,Albania,8.730159,Upper Middle Income Country (World Bank Classification),41.197207243902439024390243902439,Balkans,Europe and Eurasia,44.252503533333333333333333333333
Environment and Global Climate Change,Emissions,5508,"CO2 emissions from electricity and heat production, total (percentage of total fuel combustion)",2008,Albania,7.54717,Upper Middle Income Country (World Bank Classification),41.00796656097560975609756097561,Balkans,Europe and Eurasia,43.360799422222222222222222222222
Environment and Global Climate Change,Emissions,5508,"CO2 emissions from electricity and heat production, total (percentage of total fuel combustion)",2009,Albania,3.713528,Upper Middle Income Country (World Bank Classification),41.7866239024390243902439,Balkans,Europe and Eurasia,43.684969355555555555555555555556
Environment and Global Climate Change,Emissions,5508,"CO2 emissions from electricity and heat production, total (percentage of total fuel combustion)",2010,Albania,2.544529,Upper Middle Income Country (World Bank Classification),41.618116146341463414634146341463,Balkans,Europe and Eurasia,43.7007155555555555555556
Environment and Global Climate Change,Emissions,5508,"CO2 emissions from electricity and heat production, total (percentage of total fuel combustion)",2011,Albania,2.898551,Upper Middle Income Country (World Bank Classification),42.158389170731707317073170731707,Balkans,Europe and Eurasia,44.003120111111111111111111111111
Environment and Global Climate Change,Emissions,5508,"CO2 emissions from electricity and heat production, total (percentage of total fuel combustion)",2012,Albania,2.873563,Upper Middle Income Country (World Bank Classification),42.681906853658536585365853658537,Balkans,Europe and Eurasia,44.1577395555555555555556
Environment and Global Climate Change,Emissions,5508,"CO2 emissions from electricity and heat production, total (percentage of total fuel combustion)",2013,Albania,1.373626,Upper Middle Income Country (World Bank Classification),42.712536780487804878048780487805,Balkans,Europe and Eurasia,42.8817753333333333333333
Environment and Global Climate Change,Emissions,5508,"CO2 emissions from electricity and heat production, total (percentage of total fuel combustion)",2014,Albania,2.912621,Upper Middle Income Country (World Bank Classification),43.542583804878048780487804878049,Balkans,Europe and Eurasia,42.320704466666666666666666666667
Environment and Global Climate Change,Emissions,5534,CO2 emissions from liquid fuel consumption (percentage of total),2006,Albania,87.555284,Upper Middle Income Country (World Bank Classification),58.543935591836734693877551020408,Balkans,Europe and Eurasia,44.372777113636363636363636363636
Environment and Global Climate Change,Emissions,5534,CO2 emissions from liquid fuel consumption (percentage of total),2007,Albania,80.117867,Upper Middle Income Country (World Bank Classification),59.6785395918367346938776,Balkans,Europe and Eurasia,43.944645795454545454545454545455
Environment and Global Climate Change,Emissions,5534,CO2 emissions from liquid fuel consumption (percentage of total),2008,Albania,91.103405,Upper Middle Income Country (World Bank Classification),60.059648265306122448979591836735,Balkans,Europe and Eurasia,44.739783431818181818181818181818
Environment and Global Climate Change,Emissions,5534,CO2 emissions from liquid fuel consumption (percentage of total),2009,Albania,79.11213,Upper Middle Income Country (World Bank Classification),58.104377775510204081632653061224,Balkans,Europe and Eurasia,45.949461522727272727272727272727
Environment and Global Climate Change,Emissions,5534,CO2 emissions from liquid fuel consumption (percentage of total),2010,Albania,76.302424,Upper Middle Income Country (World Bank Classification),59.699902918367346938775510204082,Balkans,Europe and Eurasia,43.56773075
Environment and Global Climate Change,Emissions,5534,CO2 emissions from liquid fuel consumption (percentage of total),2011,Albania,74.940675,Upper Middle Income Country (World Bank Classification),57.313171816326530612244897959184,Balkans,Europe and Eurasia,43.036493113636363636363636363636
Environment and Global Climate Change,Emissions,5534,CO2 emissions from liquid fuel consumption (percentage of total),2012,Albania,68.936397,Upper Middle Income Country (World Bank Classification),56.317123122448979591836734693878,Balkans,Europe and Eurasia,42.656510295454545454545454545455
Environment and Global Climate Change,Emissions,5534,CO2 emissions from liquid fuel consumption (percentage of total),2013,Albania,69.588789,Upper Middle Income Country (World Bank Classification),58.445751102040816326530612244898,Balkans,Europe and Eurasia,42.738948045454545454545454545455
Environment and Global Climate Change,Emissions,5534,CO2 emissions from liquid fuel consumption (percentage of total),2014,Albania,73.972241,Upper Middle Income Country (World Bank Classification),58.293865,Balkans,Europe and Eurasia,44.353958068181818181818181818182
Environment and Global Climate Change,Emissions,5534,CO2 emissions from liquid fuel consumption (percentage of total),2015,Albania,65.890276,Upper Middle Income Country (World Bank Classification),57.778597448979591836734693877551,Balkans,Europe and Eurasia,43.771085261904761904761904761905
Environment and Global Climate Change,Emissions,5534,CO2 emissions from liquid fuel consumption (percentage of total),2016,Albania,68.207688,Upper Middle Income Country (World Bank Classification),57.340979346938775510204081632653,Balkans,Europe and Eurasia,44.889984119047619047619047619048
Economy,Financial Sector,5653,"External debt stocks, long-term (DOD, current $US)",2011,Albania,5275163003.3,Upper Middle Income Country (World Bank Classification),62701629642.395,Balkans,Europe and Eurasia,60081036881.886666666666666666667
Economy,Financial Sector,5653,"External debt stocks, long-term (DOD, current $US)",2012,Albania,5807545788.0,Upper Middle Income Country (World Bank Classification),71372137327.8525,Balkans,Europe and Eurasia,64340011128.953333333333333333333
Economy,Financial Sector,5653,"External debt stocks, long-term (DOD, current $US)",2013,Albania,6964745648.1,Upper Middle Income Country (World Bank Classification),78901775512.6325,Balkans,Europe and Eurasia,73029480164.97333333333333333333333333333
Economy,Financial Sector,5653,"External debt stocks, long-term (DOD, current $US)",2014,Albania,6613582486.8,Upper Middle Income Country (World Bank Classification),84446600980.6625,Balkans,Europe and Eurasia,67065548008.04
Economy,Financial Sector,5653,"External debt stocks, long-term (DOD, current $US)",2015,Albania,6617177189.6,Upper Middle Income Country (World Bank Classification),81713274073.1390243902439024390243902439,Balkans,Europe and Eurasia,64444900757.093333333333333333333
Economy,Financial Sector,5653,"External debt stocks, long-term (DOD, current $US)",2016,Albania,6482321782.1,Upper Middle Income Country (World Bank Classification),88381136572.83414634146341463414634146341,Balkans,Europe and Eurasia,67993553303.65333333333333333333333333333
Economy,Financial Sector,5653,"External debt stocks, long-term (DOD, current $US)",2017,Albania,7420920394.0,Upper Middle Income Country (World Bank Classification),93888865059.85121951219512195121951219512,Balkans,Europe and Eurasia,69636573715.37333333333333333333333333333
Economy,Financial Sector,5653,"External debt stocks, long-term (DOD, current $US)",2018,Albania,7276818163.3,Upper Middle Income Country (World Bank Classification),96353512912.5,Balkans,Europe and Eurasia,66546951540.7
Economy,Financial Sector,5653,"External debt stocks, long-term (DOD, current $US)",2019,Albania,8219621469.3,Upper Middle Income Country (World Bank Classification),101556668761.7121951219512195121951219512,Balkans,Europe and Eurasia,66075723532.746666666666666666667
Economy,Financial Sector,5653,"External debt stocks, long-term (DOD, current $US)",2020,Albania,9180464664.3,Upper Middle Income Country (World Bank Classification),106217983611.3390243902439024390243902439,Balkans,Europe and Eurasia,65111614516.746666666666666666667
Economy,Financial Sector,5653,"External debt stocks, long-term (DOD, current $US)",2021,Albania,9395109912.6,Upper Middle Income Country (World Bank Classification),109481297115.280487804878048780487804878,Balkans,Europe and Eurasia,64418225856.146666666666666666667
Economy,Labor and Employment,5751,"Unemployment, youth total (percentage of total labor force ages 15-24) (modeled ILO estimate)",2012,Albania,28.987,Upper Middle Income Country (World Bank Classification),21.7327872340425531914894,Balkans,Europe and Eurasia,25.7965681818181818181818
Economy,Labor and Employment,5751,"Unemployment, youth total (percentage of total labor force ages 15-24) (modeled ILO estimate)",2013,Albania,31.318,Upper Middle Income Country (World Bank Classification),22.1245531914893617021277,Balkans,Europe and Eurasia,26.0012727272727272727273
Economy,Labor and Employment,5751,"Unemployment, youth total (percentage of total labor force ages 15-24) (modeled ILO estimate)",2014,Albania,39.744,Upper Middle Income Country (World Bank Classification),22.0754042553191489361702,Balkans,Europe and Eurasia,24.9846136363636363636364
Economy,Labor and Employment,5751,"Unemployment, youth total (percentage of total labor force ages 15-24) (modeled ILO estimate)",2015,Albania,39.874,Upper Middle Income Country (World Bank Classification),21.9976382978723404255319,Balkans,Europe and Eurasia,23.5040227272727272727273
Economy,Labor and Employment,5751,"Unemployment, youth total (percentage of total labor force ages 15-24) (modeled ILO estimate)",2016,Albania,36.172,Upper Middle Income Country (World Bank Classification),21.9855106382978723404255,Balkans,Europe and Eurasia,21.6795681818181818181818
Economy,Labor and Employment,5751,"Unemployment, youth total (percentage of total labor force ages 15-24) (modeled ILO estimate)",2017,Albania,31.403,Upper Middle Income Country (World Bank Classification),21.1511276595744680851064,Balkans,Europe and Eurasia,19.5063409090909090909091
Economy,Labor and Employment,5751,"Unemployment, youth total (percentage of total labor force ages 15-24) (modeled ILO estimate)",2018,Albania,28.305,Upper Middle Income Country (World Bank Classification),20.9624893617021276595745,Balkans,Europe and Eurasia,17.6884545454545454545455
Economy,Labor and Employment,5751,"Unemployment, youth total (percentage of total labor force ages 15-24) (modeled ILO estimate)",2019,Albania,27.161,Upper Middle Income Country (World Bank Classification),20.5621489361702127659574,Balkans,Europe and Eurasia,16.6276363636363636363636
Economy,Labor and Employment,5751,"Unemployment, youth total (percentage of total labor force ages 15-24) (modeled ILO estimate)",2020,Albania,30.846,Upper Middle Income Country (World Bank Classification),23.069659574468085106383,Balkans,Europe and Eurasia,19.2517045454545454545455
Economy,Labor and Employment,5751,"Unemployment, youth total (percentage of total labor force ages 15-24) (modeled ILO estimate)",2021,Albania,29.505,Upper Middle Income Country (World Bank Classification),22.1498085106382978723404,Balkans,Europe and Eurasia,18.6327727272727272727273
Economy,Labor and Employment,5751,"Unemployment, youth total (percentage of total labor force ages 15-24) (modeled ILO estimate)",2022,Albania,27.788,Upper Middle Income Country (World Bank Classification),20.9021304347826086956522,Balkans,Europe and Eurasia,16.6552142857142857142857
Economy,Infrastructure,5795,Fixed telephone subscriptions (per 100 people),2011,Albania,11.681641,Upper Middle Income Country (World Bank Classification),17.8987714285714285714286,Balkans,Europe and Eurasia,36.574872090909090909090909090909
Economy,Infrastructure,5795,Fixed telephone subscriptions (per 100 people),2012,Albania,10.787662,Upper Middle Income Country (World Bank Classification),17.6464513061224489795918,Balkans,Europe and Eurasia,35.271729522727272727272727272727
Economy,Infrastructure,5795,Fixed telephone subscriptions (per 100 people),2013,Albania,9.740168,Upper Middle Income Country (World Bank Classification),17.2552778979591836734694,Balkans,Europe and Eurasia,34.375415931818181818181818181818
Economy,Infrastructure,5795,Fixed telephone subscriptions (per 100 people),2014,Albania,8.173567,Upper Middle Income Country (World Bank Classification),16.20455496,Balkans,Europe and Eurasia,33.441888522727272727272727272727
Economy,Infrastructure,5795,Fixed telephone subscriptions (per 100 people),2015,Albania,7.86538,Upper Middle Income Country (World Bank Classification),16.1447370408163265306122,Balkans,Europe and Eurasia,32.203390727272727272727272727273
Economy,Infrastructure,5795,Fixed telephone subscriptions (per 100 people),2016,Albania,8.630148,Upper Middle Income Country (World Bank Classification),15.4830307083333333333333,Balkans,Europe and Eurasia,31.140960636363636363636363636364
Economy,Infrastructure,5795,Fixed telephone subscriptions (per 100 people),2017,Albania,8.568586,Upper Middle Income Country (World Bank Classification),15.6236265833333333333333,Balkans,Europe and Eurasia,30.0063854545454545454545
Economy,Infrastructure,5795,Fixed telephone subscriptions (per 100 people),2018,Albania,8.641984,Upper Middle Income Country (World Bank Classification),14.9277905434782608695652,Balkans,Europe and Eurasia,28.895076386363636363636363636364
Economy,Infrastructure,5795,Fixed telephone subscriptions (per 100 people),2019,Albania,8.45055,Upper Middle Income Country (World Bank Classification),15.1238381836734693877551,Balkans,Europe and Eurasia,27.7181493181818181818182
Economy,Infrastructure,5795,Fixed telephone subscriptions (per 100 people),2020,Albania,7.794937,Upper Middle Income Country (World Bank Classification),14.9775102244897959183673,Balkans,Europe and Eurasia,26.743013431818181818181818181818
Economy,Infrastructure,5795,Fixed telephone subscriptions (per 100 people),2021,Albania,6.925047,Upper Middle Income Country (World Bank Classification),14.6608557708333333333333,Balkans,Europe and Eurasia,26.077886636363636363636363636364
Economy,Poverty,5850,Income share held by lowest 20 percent,2012,Albania,8.9,Upper Middle Income Country (World Bank Classification),6.132142857142857,Balkans,Europe and Eurasia,7.618604651162791
Economy,Poverty,5850,Income share held by lowest 20 percent,2014,Albania,7.0,Upper Middle Income Country (World Bank Classification),5.935714285714286,Balkans,Europe and Eurasia,7.590697674418605
Economy,Poverty,5850,Income share held by lowest 20 percent,2015,Albania,7.7,Upper Middle Income Country (World Bank Classification),6.139285714285714,Balkans,Europe and Eurasia,7.641860465116279
Economy,Poverty,5850,Income share held by lowest 20 percent,2016,Albania,7.3,Upper Middle Income Country (World Bank Classification),6.182758620689655,Balkans,Europe and Eurasia,7.690697674418605
Economy,Poverty,5850,Income share held by lowest 20 percent,2017,Albania,7.6,Upper Middle Income Country (World Bank Classification),6.388888888888889,Balkans,Europe and Eurasia,7.8
Economy,Poverty,5850,Income share held by lowest 20 percent,2018,Albania,7.9,Upper Middle Income Country (World Bank Classification),6.246153846153846,Balkans,Europe and Eurasia,7.8
Economy,Poverty,5850,Income share held by lowest 20 percent,2019,Albania,8.5,Upper Middle Income Country (World Bank Classification),6.532,Balkans,Europe and Eurasia,7.951282051282051
Economy,Poverty,5850,Income share held by lowest 20 percent,2020,Albania,8.4,Upper Middle Income Country (World Bank Classification),6.25,Balkans,Europe and Eurasia,8.05
Economy,Economic Growth,6038,"GNI per capita, Atlas method (current $US)",2012,Albania,4360.0,Upper Middle Income Country (World Bank Classification),6871.56862745098039215686,Balkans,Europe and Eurasia,26968.2222222222222222222
Economy,Economic Growth,6038,"GNI per capita, Atlas method (current $US)",2013,Albania,4540.0,Upper Middle Income Country (World Bank Classification),7295.29411764705882352941,Balkans,Europe and Eurasia,27717.3333333333333333333
Economy,Economic Growth,6038,"GNI per capita, Atlas method (current $US)",2014,Albania,4540.0,Upper Middle Income Country (World Bank Classification),7317.05882352941176470588,Balkans,Europe and Eurasia,27861.3333333333333333333
Economy,Economic Growth,6038,"GNI per capita, Atlas method (current $US)",2015,Albania,4390.0,Upper Middle Income Country (World Bank Classification),7030.0,Balkans,Europe and Eurasia,26553.7777777777777777778
Economy,Economic Growth,6038,"GNI per capita, Atlas method (current $US)",2016,Albania,4320.0,Upper Middle Income Country (World Bank Classification),6669.80392156862745098039,Balkans,Europe and Eurasia,25516.2222222222222222222
Economy,Economic Growth,6038,"GNI per capita, Atlas method (current $US)",2017,Albania,4290.0,Upper Middle Income Country (World Bank Classification),6666.27450980392156862745,Balkans,Europe and Eurasia,25379.5555555555555555556
Economy,Economic Growth,6038,"GNI per capita, Atlas method (current $US)",2018,Albania,4860.0,Upper Middle Income Country (World Bank Classification),7129.60784313725490196078,Balkans,Europe and Eurasia,27449.3333333333333333333
Economy,Economic Growth,6038,"GNI per capita, Atlas method (current $US)",2019,Albania,5230.0,Upper Middle Income Country (World Bank Classification),7422.5490196078431372549,Balkans,Europe and Eurasia,28566.2222222222222222222
Economy,Economic Growth,6038,"GNI per capita, Atlas method (current $US)",2020,Albania,5270.0,Upper Middle Income Country (World Bank Classification),6697.34693877551020408163,Balkans,Europe and Eurasia,27549.1111111111111111111
Economy,Economic Growth,6038,"GNI per capita, Atlas method (current $US)",2021,Albania,6100.0,Upper Middle Income Country (World Bank Classification),7206.93877551020408163265,Balkans,Europe and Eurasia,30304.4444444444444444444
Economy,Economic Growth,6038,"GNI per capita, Atlas method (current $US)",2022,Albania,6770.0,Upper Middle Income Country (World Bank Classification),7781.91489361702127659574,Balkans,Europe and Eurasia,32198.2222222222222222222
Economy,Financial Sector,6291,Total reserves minus gold (current $US),2012,Albania,2515654270.9457,Upper Middle Income Country (World Bank Classification),116870028163.893328913043478260869565217391304348,Balkans,Europe and Eurasia,44026348819.626516
Economy,Financial Sector,6291,Total reserves minus gold (current $US),2013,Albania,2712322498.02399,Upper Middle Income Country (World Bank Classification),127419108365.006068826086956521739130434782608696,Balkans,Europe and Eurasia,45375839469.9725137333333333333333333333333333333
Economy,Financial Sector,6291,Total reserves minus gold (current $US),2014,Albania,2604184281.7985,Upper Middle Income Country (World Bank Classification),124103917315.361635152173913043478260869565217391,Balkans,Europe and Eurasia,41448219407.6991363333333333333333333333333333333
Economy,Financial Sector,6291,Total reserves minus gold (current $US),2015,Albania,3084875025.96501,Upper Middle Income Country (World Bank Classification),110046015565.375700978260869565217391304347826087,Balkans,Europe and Eurasia,41893671352.3463960666666666666666666666666666667
Economy,Financial Sector,6291,Total reserves minus gold (current $US),2016,Albania,3050641047.15459,Upper Middle Income Country (World Bank Classification),103891799354.688503956521739130434782608695652174,Balkans,Europe and Eurasia,44348691297.7765575333333333333333333333333333333
Economy,Financial Sector,6291,Total reserves minus gold (current $US),2017,Albania,3523758656.8278,Upper Middle Income Country (World Bank Classification),109662880455.125214,Balkans,Europe and Eurasia,50685946231.6598775333333333333333333333333333333
Economy,Financial Sector,6291,Total reserves minus gold (current $US),2018,Albania,3829477531.06681,Upper Middle Income Country (World Bank Classification),109113712583.97404221739130434782608695652173913,Balkans,Europe and Eurasia,51305000763.9592846
Economy,Financial Sector,6291,Total reserves minus gold (current $US),2019,Albania,3626591058.67744,Upper Middle Income Country (World Bank Classification),111631157734.488318630434782608695652173913043478,Balkans,Europe and Eurasia,54634521023.3169562444444444444444444444444444444
Economy,Financial Sector,6291,Total reserves minus gold (current $US),2020,Albania,4647187149.20461,Upper Middle Income Country (World Bank Classification),117520677734.0624772,Balkans,Europe and Eurasia,62000440150.8054710222222222222222222222222222222
Economy,Financial Sector,6291,Total reserves minus gold (current $US),2021,Albania,5470752133.54085,Upper Middle Income Country (World Bank Classification),122696218054.055551863636363636363636363636363636,Balkans,Europe and Eurasia,68709427308.3907336666666666666666666666666666667
Economy,Financial Sector,6291,Total reserves minus gold (current $US),2022,Albania,5085228583.50313,Upper Middle Income Country (World Bank Classification),126637915834.430129439024390243902439024390243902,Balkans,Europe and Eurasia,63779552716.8397079772727272727272727272727272727
Trade and Investment,Commodity,6311,Ores and metals exports (percentage of merchandise exports),2012,Albania,10.911833,Upper Middle Income Country (World Bank Classification),9.36312009523809523809524,Balkans,Europe and Eurasia,7.32674560465116279069767
Trade and Investment,Commodity,6311,Ores and metals exports (percentage of merchandise exports),2013,Albania,9.780601,Upper Middle Income Country (World Bank Classification),9.00566631707317073170732,Balkans,Europe and Eurasia,6.45389069767441860465116
Trade and Investment,Commodity,6311,Ores and metals exports (percentage of merchandise exports),2014,Albania,4.58216,Upper Middle Income Country (World Bank Classification),8.66259007317073170731707,Balkans,Europe and Eurasia,6.1089318372093023255814
Trade and Investment,Commodity,6311,Ores and metals exports (percentage of merchandise exports),2015,Albania,7.545843,Upper Middle Income Country (World Bank Classification),9.147563875,Balkans,Europe and Eurasia,6.32761934883720930232558
Trade and Investment,Commodity,6311,Ores and metals exports (percentage of merchandise exports),2016,Albania,8.805333,Upper Middle Income Country (World Bank Classification),8.43442582926829268292683,Balkans,Europe and Eurasia,6.02618725581395348837209
